LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-73.5151147,41.0401888,251,WILLOWBROOK AVE,,,,,,,d0fca08e1b119b82
-73.5139196,41.0402132,95,SOUNDVIEW DR,,,,,,,15efb764c8e86847
-73.5129359,41.0402285,98,SOUNDVIEW DR,,,,,,,06dad414d7efe8d4
-73.5113107,41.040225,95,KENILWORTH DR W,,,,,,,6e1b9b0e631cab2d
-73.5536509,41.0400076,24,BONNER ST,,,,,,,c137fbc2ee41bef5
-73.5541773,41.0399487,25,BONNER ST,,,,,,,1a08e90a288a33b4
-73.5159376,41.0401762,102,CARTER DR,,,,,,,0a3b01f0fbbf2140
-73.5557889,41.0399528,34,BETTS AVE,,,,,,,41d2598772af82b9
-73.5497431,41.0400065,79,ORCHARD ST,,,,,,,810b4eb5b631e9d6
-73.5372471,41.04,53,ELMCROFT RD,,,,,,,8dd5de3d1b5184a7
-73.5155145,41.0398928,106,CARTER DR,,,,,,,48b47b3e9ed012d0
-73.5547761,41.0399117,30,DURANT ST,,,,,,,98acb5b6d7bd6e10
-73.5552724,41.0398546,33,DURANT ST,,,,,,,162726494365590f
-73.526479,41.0400892,880,SHIPPAN AVE,,,,,,,2bd02cbc5590d75c
-73.5144065,41.0401131,258,WILLOWBROOK AVE,,,,,,,a80363fd5d46bb51
-73.5409711,41.0399218,824,PACIFIC ST,,,,,,,ca2b85a4dc63a03e
-73.5536676,41.0398778,28,BONNER ST,,,,,,,3d9e5463441541e4
-73.5541754,41.0398357,31,BONNER ST,,,,,,,fa9e9cb63ef3ca16
-73.5388525,41.0399011,51,MANOR ST,,,,,,,3ef3c58848414bc4
-73.5495521,41.0398695,83,ORCHARD ST,,,,,,,9c8b91ee39a1afc7
-73.5412427,41.039898,2,DYKE LN,,,,,,,4ac3ea5003201b0b
-73.5125455,41.0400317,102,SOUNDVIEW DR,,,,,,,275404eaa80bbc06
-73.5548105,41.0397797,34,DURANT ST,,,,,,,3816ee9b40556f86
-73.5133194,41.0398902,97,SOUNDVIEW DR,,,,,,,5f90f2728ca862a3
-73.5390978,41.0398626,45,MANOR ST,,,,,,,31db49801b67d083
-73.538122,41.0397923,62,HARBOR ST,,,,,,,db7773a196666822
-73.5553075,41.0397202,39,DURANT ST,,,,,,,9048819f54453179
-73.5263398,41.0399142,892,SHIPPAN AVE,,,,,,,6d1ce3c841dcb04c
-73.553702,41.0397487,34,BONNER ST,,,,,,,560e66a22ee1f2c8
-73.5541972,41.0397292,35,BONNER ST,,,,,,,f10cf8e03e6fd939
-73.5163058,41.0398291,109,CARTER DR,,,,,,,659b241f072083c4
-73.5382604,41.0397124,58,HARBOR ST,,,,,,,0b5f178f9081d641
-73.5151501,41.0398593,265,WILLOWBROOK AVE,,,,,,,c890e0ee990e2366
-73.5496128,41.0397718,87,ORCHARD ST,,,,,,,354a56dbe423232c
-73.5285415,41.039363,27,LINDSTROM RD,,,,,,,6235b979da0bc775
-73.5509354,41.0390986,366,FAIRFIELD AVE,,,,,,,51e0a50b3fbc7819
-73.5159543,41.0398117,119,CARTER DR,,,,,,,d201b7175582da16
-73.5548451,41.0396479,38,DURANT ST,,,,,,,b0be32e76bd2e7f4
-73.5384098,41.0396604,54,HARBOR ST,,,,,,,4427354e92bfe970
-73.5553423,41.039586,41,DURANT ST,,,,,,,a55f7410b2890877
-73.5385836,41.039607,52,HARBOR ST,,,,,,,bc75644f2dc40215
-73.5537482,41.0395942,36,BONNER ST,,,,,,,5920b581ecc2fc4b
-73.5543181,41.0395836,39,BONNER ST,,,,,,,15944060fcb4cf58
-73.5144533,41.0397735,266,WILLOWBROOK AVE,,,,,,,97c25743c26d7e55
-73.5132028,41.0396967,99,SOUNDVIEW DR,,,,,,,078dfa2634827c4d
-73.5410457,41.0396072,16,DYKE LN,,,,,,,4fa51a3a1e251e26
-73.5124899,41.0397514,106,SOUNDVIEW DR,,,,,,,add5b1c81a8c45b0
-73.5548738,41.039515,44,DURANT ST,,,,,,,0cb38e0bfd63b3b0
-73.5395607,41.0393297,28,HARBOR ST,,,,,,,e5431055abb14a13
-73.555377,41.0394644,45,DURANT ST,,,,,,,2b728e91bcb4e1e1
-73.5389372,41.0395034,40,HARBOR ST,,,,,,,f181e3e35e84ff87
-73.5265897,41.0397044,916,SHIPPAN AVE,,,,,,,c71a78435e6cd467
-73.5543532,41.0394504,43,BONNER ST,,,,,,,d06a3b23fb1e2d03
-73.5537192,41.0394442,40,BONNER ST,,,,,,,548666b893aaa027
-73.5400177,41.0395133,21,MANOR ST,,,,,,,9dc537230dcaa7e8
-73.5391031,41.0394467,38,HARBOR ST,,,,,,,a88e31222cf3b970
-73.5401823,41.0394597,19,MANOR ST,,,,,,,a0bd85bbf872036d
-73.5380252,41.0394812,59,HARBOR ST,,,,,,,9d5f68038df2646f
-73.5549093,41.039379,46,DURANT ST,,,,,,,4d4ff262e6b3555e
-73.5393404,41.0394482,34,HARBOR ST,,,,,,,1b910753196c372a
-73.5554117,41.0393315,49,DURANT ST,,,,,,,1d71c1da9648e71c
-73.5403483,41.0394038,15,MANOR ST,,,,,,,8fb42c208fcda727
-73.538187,41.0394405,57,HARBOR ST,,,,,,,46a4f09fcdba36f2
-73.5092603,41.0386998,113,WALLACKS DR,,,,,,,8f3c233fbd64e323
-73.553735,41.039309,44,BONNER ST,,,,,,,6693780dea41b373
-73.5543168,41.0392833,45,BONNER ST,,,,,,,d39b5ad6f3ee75a4
-73.5560687,41.0392696,54,BETTS AVE,,,,,,,5f06c41f753b9bfe
-73.5383079,41.0394023,53,HARBOR ST,,,,,,,2c84244787000240
-73.5383862,41.0393665,51,HARBOR ST,,,,,,,06ef4070ddf10fba
-73.5548694,41.0392442,50,DURANT ST,,,,,,,76b67a503bba931b
-73.5408348,41.0392853,22,DYKE LN,,,,,,,7a0fce8331aeb75b
-73.5385077,41.0392755,47,HARBOR ST,,,,,,,c5c3802e1ce12e27
-73.527432,41.0394287,935,SHIPPAN AVE,,,,,,,bb6bf0596f7a6e37
-73.5554469,41.0391951,53,DURANT ST,,,,,,,5e8a6d0833fc299a
-73.5397736,41.0391981,24,HARBOR ST,,,,,,,abfd7b50e4a79236
-73.5501038,41.0391406,44,HOMESTEAD AVE,,,,,,,81ca087ab60739bc
-73.5386412,41.0392883,43,HARBOR ST,,,,,,,945a5c0524835107
-73.5538533,41.039173,50,BONNER ST,,,,,,,3f480f89ea048b6c
-73.5543716,41.0391444,51,BONNER ST,,,,,,,4287d0aee20fb2fa
-73.5378256,41.0392157,83,ELMCROFT RD,,,,,,,97f6a38e83bd1e23
-73.5561047,41.0391314,58,BETTS AVE,,,,,,,05740532e88f9028
-73.5267083,41.0392841,940,SHIPPAN AVE,,,,,,,e0e39ea02c1224f1
-73.5549023,41.0391182,54,DURANT ST,,,,,,,86a4bfca7edb15a3
-73.5388622,41.0391919,39,HARBOR ST,,,,,,,2d4f804f61767878
-73.5407643,41.0391975,26,DYKE LN,,,,,,,d4ef87a18de07deb
-73.5495395,41.0390881,107,ORCHARD ST,,,,,,,7a424d71157fff39
-73.5401067,41.0391296,16,HARBOR ST,,,,,,,6793dda161b08070
-73.5491239,41.0390672,28,HOMESTEAD AVE,,,,,,,cfc69d1bfd3010b2
-73.5379644,41.0391266,87,ELMCROFT RD,,,,,,,7d230997516454a3
-73.555482,41.0390608,59,DURANT ST,,,,,,,c0f338ef9d78dc23
-73.5489494,41.039061,24,HOMESTEAD AVE,,,,,,,f51a96130ad68be5
-73.5487905,41.0390558,20,HOMESTEAD AVE,,,,,,,d3038a1dc2cadbc2
-73.5588627,41.0378496,427,WEST AVE,,,,,,,159d996f5a130855
-73.5389751,41.0391898,35,HARBOR ST,,,,,,,50b1cb994aa9f4d9
-73.5486271,41.0390506,16,HOMESTEAD AVE,,,,,,,b82e2816c2f1e8e6
-73.5484506,41.0390446,14,HOMESTEAD AVE,,,,,,,2234b79e9d98f445
-73.5480428,41.0391376,29,SOUTHFIELD AVE,,,,,,,a2877786290562d0
-73.5402895,41.0390433,10,HARBOR ST,,,,,,,932b3749e0bdccd3
-73.5543977,41.0390397,53,BONNER ST,,,,,,,86ef3feecfcd79b9
-73.5382223,41.0389541,95,ELMCROFT RD,,,,,,,88e9e76bbb7640ea
-73.5561393,41.0389996,64,BETTS AVE,,,,,,,ba1c34347c001ac9
-73.5391816,41.0391182,31,HARBOR ST,,,,,,,1ca732bb59498008
-73.5538957,41.0390509,54,BONNER ST,,,,,,,43a9deab3ffaf697
-73.5406096,41.0390906,30,DYKE LN,,,,,,,3418fa7bceff5bfc
-73.5538081,41.038622,60,BONNER ST,,,,,,,9c422c67b03eafb0
-73.5088656,41.0389187,123,WALLACKS DR,,,,,,,4dea5686d6f05960
-73.5275007,41.0391446,957,SHIPPAN AVE,,,,,,,2cfdb05f7efba2cf
-73.5550374,41.0389736,58,DURANT ST,,,,,,,2e1903b7006cd877
-73.5394374,41.0390245,27,HARBOR ST,,,,,,,4c89af72d97b02be
-73.5555172,41.0389247,63,DURANT ST,,,,,,,b29190328954d18e
-73.5544188,41.038907,55,BONNER ST,,,,,,,58e2399018f0760a
-73.5480172,41.0389876,35,SOUTHFIELD AVE,,,,,,,fdb62549f3dfd67b
-73.5268154,41.0391312,954,SHIPPAN AVE,,,,,,,dce6dbf4f308a81a
-73.5561739,41.0388661,66,BETTS AVE,,,,,,,a3d1b0c292a50bec
-73.5459997,41.0388092,46,SOUTHFIELD AVE,,,,,,,3e0693d23952fccc
-73.5405207,41.0389693,36,DYKE LN,,,,,,,57b9aad7c17bccfe
-73.5550701,41.0388482,62,DURANT ST,,,,,,,f8945874446d44cd
-73.527501,41.0390237,965,SHIPPAN AVE,,,,,,,3885cce900098a0d
-73.5375569,41.0388742,86,ELMCROFT RD,,,,,,,d4915322ae97a8be
-73.5395174,41.0388687,6,RUGBY ST,,,,,,,e9464bd5968c6961
-73.5393534,41.0386737,10,RUGBY ST,,,,,,,b54a591ab9b48cf1
-73.5504275,41.0387807,63,TAFF AVE,,,,,,,87ffa31ad5e320a0
-73.5502139,41.0386824,55,TAFF AVE,,,,,,,1032d5a37673f2a2
-73.5500773,41.0387684,51,TAFF AVE,,,,,,,e71433daffe9beb9
-73.5480215,41.0388691,37,SOUTHFIELD AVE,,,,,,,b42ade2dd6428215
-73.5497912,41.0386657,45,TAFF AVE,,,,,,,5ab46176d524b4f4
-73.5496312,41.0386599,41,TAFF AVE,,,,,,,e4a410e5d50d4ff5
-73.5544537,41.0387745,57,BONNER ST,,,,,,,c58c1fb3d63bf030
-73.5494637,41.0386537,37,TAFF AVE,,,,,,,56235aa80c056bf5
-73.539906,41.0388617,15,HARBOR ST,,,,,,,d42a7f6ee574be2c
-73.556269,41.0386025,2,AMELIA PL,,,,,,,40be55086e1b273c
-73.5490166,41.0387197,112,ORCHARD ST,,,,,,,601f385c99c8b7a6
-73.5267256,41.0389514,964,SHIPPAN AVE,,,,,,,da153f8930f1851d
-73.5292188,41.0385703,62,LINDSTROM RD,,,,,,,6fa26e32d9d139c8
-73.5560942,41.0385749,6,AMELIA PL,,,,,,,16e715a186c20dc0
-73.548463,41.0386322,15,TAFF AVE,,,,,,,0166f07099f34210
-73.5551058,41.0387114,66,DURANT ST,,,,,,,6250fcd66f9f6a0a
-73.5559149,41.0385472,10,AMELIA PL,,,,,,,1a0ccbe7716d4ca9
-73.5269341,41.0388779,980,SHIPPAN AVE,,,,,,,7ab40c4ebc3d4486
-73.555588,41.0386535,69,DURANT ST,,,,,,,af36dce89201c3a9
-73.5403796,41.0386887,42,DYKE LN,,,,,,,cd72e7eea9d4a062
-73.5398781,41.0387706,5,RUGBY ST,,,,,,,8b65868d1683e6f1
-73.5544888,41.0386408,59,BONNER ST,,,,,,,2b019f92d25ee3bc
-73.5479789,41.0387047,41,SOUTHFIELD AVE,,,,,,,49a9f33c1a91a975
-73.5281854,41.0386586,16,LINDSTROM RD,,,,,,,f012dc90498110ae
-73.5265409,41.038713,14,RIPPOWAM RD,,,,,,,053817e089ce1a44
-73.5078836,41.0387539,130,WALLACKS DR,,,,,,,694e7fb3e7809160
-73.5263687,41.0386871,20,RIPPOWAM RD,,,,,,,e82723ebabc68012
-73.5276111,41.0387482,985,SHIPPAN AVE,,,,,,,5a9cffe53ed665f6
-73.5550877,41.038571,72,DURANT ST,,,,,,,36394e5403def350
-73.5460432,41.038142,62,SOUTHFIELD AVE,,,,,,,794cde7e785af7a4
-73.5269735,41.0387419,982,SHIPPAN AVE,,,,,,,a80b87d70a978704
-73.5261957,41.0386613,22,RIPPOWAM RD,,,,,,,413a94bcc0e51d88
-73.5402347,41.0385631,50,DYKE LN,,,,,,,465ef697a756c6c3
-73.5260302,41.0386471,24,RIPPOWAM RD,,,,,,,64ac871c5a934a80
-73.5556322,41.038494,75,DURANT ST,,,,,,,34a02e42bc498782
-73.539787,41.0387256,7,RUGBY ST,,,,,,,e128e8f5355514b1
-73.5574869,41.037975,470,WEST AVE,,,,,,,1a433f3816e76b7a
-73.5549072,41.038379,34,AMELIA PL,,,,,,,a85459412d11c65e
-73.5471116,41.0380693,68,SOUTHFIELD AVE,,,,,,,69d04d9786dde98f
-73.5479468,41.038512,45,SOUTHFIELD AVE,,,,,,,04af325051bf3e09
-73.5258539,41.0386201,32,RIPPOWAM RD,,,,,,,1ca05b6aef7b7985
-73.554686,41.0383624,40,AMELIA PL,,,,,,,9b5f12c805bd3f69
-73.5257123,41.0385986,34,RIPPOWAM RD,,,,,,,0c23b00452d8078d
-73.5545295,41.0383558,67,BONNER ST,,,,,,,082c5666a9e75d11
-73.5255373,41.0385522,36,RIPPOWAM RD,,,,,,,6c7a8c1c2ee5cd1e
-73.5276081,41.0386229,995,SHIPPAN AVE,,,,,,,fe10dacd4734ed25
-73.5253923,41.038531,40,RIPPOWAM RD,,,,,,,4f339a6ca6f75eec
-73.5252069,41.0385037,44,RIPPOWAM RD,,,,,,,2b43c5d5b843650c
-73.5551272,41.0384069,74,DURANT ST,,,,,,,5afd12c1f731756f
-73.5397557,41.038617,9,RUGBY ST,,,,,,,7f2eea4289287ef3
-73.525071,41.0384782,48,RIPPOWAM RD,,,,,,,18db0ce6abe57ba4
-73.5249451,41.0384555,52,RIPPOWAM RD,,,,,,,512eea50210a652f
-73.5503336,41.038311,60,TAFF AVE,,,,,,,0b744eb9b1d0c823
-73.5563844,41.0374776,17,AMELIA PL,,,,,,,9259df7866edaeff
-73.5247679,41.0384253,54,RIPPOWAM RD,,,,,,,2b37688e3def8903
-73.5501822,41.0383053,54,TAFF AVE,,,,,,,711f5ff5ff1c13b8
-73.5500383,41.0383,50,TAFF AVE,,,,,,,58be742895dee0e6
-73.549885,41.0382945,48,TAFF AVE,,,,,,,6b03ded06bfb3652
-73.5497241,41.0382885,44,TAFF AVE,,,,,,,1110773a23664e1c
-73.5246438,41.0383936,58,RIPPOWAM RD,,,,,,,d2f2af0ff5049b08
-73.5276353,41.0384896,1003,SHIPPAN AVE,,,,,,,74d2654193101162
-73.5495548,41.0382823,127,ORCHARD ST,,,,,,,92592ac829786558
-73.5270787,41.0384717,3,RIPPOWAM RD,,,,,,,a6a4fcec18445151
-73.5489846,41.0382755,28,TAFF AVE,,,,,,,356fa9c57db6304b
-73.5400427,41.0382775,52,DYKE LN,,,,,,,5d2a12c21af0fb60
-73.5396871,41.0385317,13,RUGBY ST,,,,,,,923c664f68f5f0e7
-73.5245144,41.0383755,60,RIPPOWAM RD,,,,,,,a99323007faead26
-73.5306004,41.0373138,105,HARBOR DR,,,,,,,28eab318b630addd
-73.5488289,41.0382604,26,TAFF AVE,,,,,,,0c0ee920ed78a45d
-73.52891,41.0382402,31,MARINERS LN,,,,,,,3f74ca2933c1fc4c
-73.5486695,41.0382545,20,TAFF AVE,,,,,,,52435d454b660874
-73.5485053,41.0381118,16,TAFF AVE,,,,,,,e46056d80ce47ac4
-73.5243624,41.0383608,64,RIPPOWAM RD,,,,,,,7a3bea84cc8a4d47
-73.5287268,41.0382224,27,MARINERS LN,,,,,,,a2233365d5fbdcf5
-73.5483213,41.0382403,12,TAFF AVE,,,,,,,4546861dfc81db3b
-73.5479892,41.0383287,49,SOUTHFIELD AVE,,,,,,,0dee295ecc3a035e
-73.5285431,41.0382053,23,MARINERS LN,,,,,,,27faa8e18f732dd5
-73.5242013,41.0383641,68,RIPPOWAM RD,,,,,,,ea79fc821985b5b2
-73.5283652,41.0381871,19,MARINERS LN,,,,,,,e49fe7dcdb01999d
-73.5240609,41.0383413,70,RIPPOWAM RD,,,,,,,adfe3029d370880a
-73.5264201,41.0383518,19,RIPPOWAM RD,,,,,,,61e168e50da1c7b9
-73.5281817,41.0381695,15,MARINERS LN,,,,,,,352009eaa33d9bf7
-73.5239554,41.0383252,72,RIPPOWAM RD,,,,,,,802d0ef36ea2e9ac
-73.5293517,41.0383812,72,HARBOR DR,,,,,,,f05db7ad52136077
-73.5238549,41.0383027,78,RIPPOWAM RD,,,,,,,88bfeca73f8e327c
-73.5276618,41.0383591,1015,SHIPPAN AVE,,,,,,,9c964a9034096d9f
-73.5395807,41.0383819,19,RUGBY ST,,,,,,,522d3299bf9dde1e
-73.5236667,41.0384042,80,RIPPOWAM RD,,,,,,,de415723c8dff8a7
-73.5235823,41.0382537,82,RIPPOWAM RD,,,,,,,a755db50b85add20
-73.5259921,41.0383066,4,MOHEGAN AVE,,,,,,,ecafd3609dd550c8
-73.5479661,41.0381845,51,SOUTHFIELD AVE,,,,,,,8d1f0c1f5abf1b64
-73.5552154,41.0376574,9,AMELIA PL,,,,,,,a6e01288604de7be
-73.5255637,41.0382583,1,PONUS AVE,,,,,,,1b3d88b47392d57b
-73.5291855,41.0382396,39,MARINERS LN,,,,,,,4f7cb00085996fac
-73.5394745,41.0382632,21,RUGBY ST,,,,,,,64a182b8bbabe531
-73.5399595,41.0381434,62,DYKE LN,,,,,,,02c5447e72093f9e
-73.5276892,41.0382239,1027,SHIPPAN AVE,,,,,,,9f17f6a0ed5fad3a
-73.5270949,41.0382541,1022,SHIPPAN AVE,,,,,,,0dc5e781fea335ac
-73.5264641,41.0382238,5,MOHEGAN AVE,,,,,,,eafe2577c2c55125
-73.5508082,41.0379694,390,FAIRFIELD AVE,,,,,,,2acce0fd69ffec01
-73.550196,41.0379699,55,SUNNYSIDE AVE,,,,,,,a39e6cf60e715a21
-73.526022,41.0381719,6,MOHEGAN AVE,,,,,,,299da6f55518f717
-73.5251373,41.0381495,47,RIPPOWAM RD,,,,,,,3c3805edc5ff0191
-73.5494799,41.0379416,39,SUNNYSIDE AVE,,,,,,,b7eed50243bad2c4
-73.5479337,41.0379831,67,SOUTHFIELD AVE,,,,,,,f6ff0ca2ba8a077c
-73.5249632,41.0381226,51,RIPPOWAM RD,,,,,,,6445950db1fc3cbb
-73.5490488,41.0379261,29,SUNNYSIDE AVE,,,,,,,25663d3bd10bad49
-73.525617,41.0381484,5,PONUS AVE,,,,,,,545772c1e3df7f93
-73.5397885,41.0380189,66,DYKE LN,,,,,,,33ad8ea19fac48d1
-73.539365,41.0380362,31,RUGBY ST,,,,,,,4f07325ec37ce82f
-73.531389,41.0366651,123,HARBOR DR,,,,,,,b2d0b8fa5f0f9ecb
-73.5271013,41.0381277,1028,SHIPPAN AVE,,,,,,,37367242d91aa618
-73.5247473,41.0381018,55,RIPPOWAM RD,,,,,,,680cf2d3780f8cb2
-73.5265068,41.0381335,9,MOHEGAN AVE,,,,,,,690e62b8ca3f3e9c
-73.5276865,41.0380654,1035,SHIPPAN AVE,,,,,,,3beef613ec141a4b
-73.5482829,41.0378934,71,SUNNYSIDE AVE,,,,,,,0a924d12e5b7b0d0
-73.5246158,41.0380897,59,RIPPOWAM RD,,,,,,,13a66828552fbeb2
-73.5267522,41.0380434,15,MOHEGAN AVE,,,,,,,d56602bb5a0bc874
-73.5242241,41.038026,71,RIPPOWAM RD,,,,,,,f8baaeb5a91351de
-73.5256341,41.0380696,7,PONUS AVE,,,,,,,26b37319e9e2cc59
-73.539766,41.0379,70,DYKE LN,,,,,,,0b5f1c389da1e5fb
-73.5260763,41.0380216,12,MOHEGAN AVE,,,,,,,0bc633aedc938b5b
-73.5456007,41.0376273,78,SOUTHFIELD AVE,,,,,,,e92abba6bac4d533
-73.5240283,41.0379769,73,RIPPOWAM RD,,,,,,,ee3e89312b813785
-73.5293375,41.0379411,42,MARINERS LN,,,,,,,e8c8f7232c4cbcfe
-73.523887,41.0379005,77,RIPPOWAM RD,,,,,,,a3c67adb5104a5d7
-73.5237157,41.0379422,81,RIPPOWAM RD,,,,,,,5c129f023147984e
-73.5256204,41.0379587,11,PONUS AVE,,,,,,,7e09b06d78fa8e44
-73.5271617,41.0379268,1042,SHIPPAN AVE,,,,,,,bda96428981b8cf8
-73.5288918,41.0378331,48,NELSON ST,,,,,,,6cb3fd91b595bfd8
-73.526088,41.0379424,20,MOHEGAN AVE,,,,,,,a40948b10b793299
-73.5478986,41.0377756,73,SOUTHFIELD AVE,,,,,,,ec4be0123ae54eb2
-73.5251812,41.0379379,10,PONUS AVE,,,,,,,8d561a9f867abee1
-73.5395916,41.0377701,72,DYKE LN,,,,,,,4e475e93cac99435
-73.5284493,41.0378319,20,MARINERS LN,,,,,,,251f23240fd3e6cb
-73.528246,41.0378082,16,MARINERS LN,,,,,,,2d2b961b9408eee3
-73.5247254,41.0378435,9,ALGONQUIN AVE,,,,,,,123d8409e2337124
-73.5265424,41.0378577,17,MOHEGAN AVE,,,,,,,8e6da47bccd748b5
-73.528073,41.0377661,10,MARINERS LN,,,,,,,be3236cf59f27651
-73.5277378,41.0378026,1055,SHIPPAN AVE,,,,,,,3a855c9d0f820bc2
-73.5271827,41.0378198,1052,SHIPPAN AVE,,,,,,,955a7e1310173a79
-73.5260833,41.0378201,22,MOHEGAN AVE,,,,,,,04780ba076b81a59
-73.5252022,41.0378314,14,PONUS AVE,,,,,,,546eff7297ccf4da
-73.5294192,41.0378049,82,HARBOR DR,,,,,,,7040170eb513ed97
-73.5256536,41.0378059,17,PONUS AVE,,,,,,,8d44a951fec2eb14
-73.5510015,41.0375664,398,FAIRFIELD AVE,,,,,,,f1f82cd0feffd1c5
-73.557894,41.0371459,500,WEST AVE,,,,,,,1891586b47802e88
-73.5505561,41.0372736,64,SUNNYSIDE AVE,,,,,,,9fd95286eb6eed5e
-73.5499934,41.037315,54,SUNNYSIDE AVE,,,,,,,af2aebf3d396708e
-73.526559,41.0377516,19,MOHEGAN AVE,,,,,,,ecf163a2f85e93e2
-73.5391438,41.0363439,200,ELMCROFT RD,,,,,,,0062e396e0d65a03
-73.5493188,41.037513,50,SUNNYSIDE AVE,,,,,,,1f1a1f51b085ed66
-73.5272032,41.0377155,1060,SHIPPAN AVE,,,,,,,01499a1f393489c3
-73.5261041,41.0377036,24,MOHEGAN AVE,,,,,,,d4b54526121cf2d1
-73.5289919,41.0376569,44,NELSON ST,,,,,,,5db1e4024f9d3182
-73.5241926,41.0377416,14,ALGONQUIN AVE,,,,,,,f21332efb6a589f3
-73.5252331,41.0377499,16,PONUS AVE,,,,,,,a9e166a850fd44b4
-73.5277555,41.0376663,1067,SHIPPAN AVE,,,,,,,8f5b44167b5d04f3
-73.5238383,41.0376254,90,IROQUOIS RD,,,,,,,96238fd60c54debe
-73.5246714,41.0377022,11,ALGONQUIN AVE,,,,,,,42c37550fbb937b0
-73.5257149,41.0376807,19,PONUS AVE,,,,,,,d082354657cfeeff
-73.5294448,41.037656,86,HARBOR DR,,,,,,,0fa1b28e77391292
-73.5479032,41.0375075,77,SOUTHFIELD AVE,,,,,,,e11059ff6ffc5394
-73.5252342,41.037665,20,PONUS AVE,,,,,,,ac54f30fc1938024
-73.5266065,41.0376464,25,MOHEGAN AVE,,,,,,,a2a5415a5757099b
-73.5239723,41.0376566,86,IROQUOIS RD,,,,,,,06db9f02dc10edac
-73.5261273,41.0375934,26,MOHEGAN AVE,,,,,,,24fa03ec67a28813
-73.5271791,41.0375085,1076,SHIPPAN AVE,,,,,,,aca882392c8aab47
-73.524097,41.0375238,82,IROQUOIS RD,,,,,,,1791859c2c1e5d25
-73.5473528,41.036993,94,SOUTHFIELD AVE,,,,,,,e75e5107b03e6a76
-73.5277929,41.0375537,1073,SHIPPAN AVE,,,,,,,c1e0f6fe3934997a
-73.5290081,41.0375068,40,NELSON ST,,,,,,,c25128a16421453d
-73.5244616,41.0375231,17,ALGONQUIN AVE,,,,,,,463d27f670360963
-73.5518685,41.0372903,415,FAIRFIELD AVE,,,,,,,671d77bbbe630153
-73.5245702,41.0374555,70,IROQUOIS RD,,,,,,,3583cd1f19c6c535
-73.5252655,41.0375583,22,PONUS AVE,,,,,,,653896c1ecc3f888
-73.5267289,41.037535,29,MOHEGAN AVE,,,,,,,5c223819ccaa54b5
-73.5257327,41.0375066,25,PONUS AVE,,,,,,,577d11281423c707
-73.5294581,41.037519,90,HARBOR DR,,,,,,,26a30e1086d798f5
-73.5247185,41.0374294,68,IROQUOIS RD,,,,,,,413ebc4efcbda01c
-73.5483431,41.0369996,69,SOUTHFIELD AVE,,,,,,,3dd8979c165ff523
-73.5284249,41.0374615,37,NELSON ST,,,,,,,7544a67a33c45011
-73.550949,41.0371918,420,FAIRFIELD AVE,,,,,,,ed2a19abf663e0b4
-73.5261595,41.0374855,28,MOHEGAN AVE,,,,,,,b85244de893d3852
-73.5249223,41.0373813,64,IROQUOIS RD,,,,,,,01e0b335393cff84
-73.552252,41.0366371,445,FAIRFIELD AVE,,,,,,,ba9df1ce3f07e35f
-73.5278119,41.0374068,1083,SHIPPAN AVE,,,,,,,ce73aec23d2c70c1
-73.5250433,41.0373353,60,IROQUOIS RD,,,,,,,d10ecf7f4d075040
-73.5290361,41.0373796,36,NELSON ST,,,,,,,dc6bcafa2a55fefc
-73.5252528,41.0374573,24,PONUS AVE,,,,,,,4152691d08c959d5
-73.5267308,41.0374194,33,MOHEGAN AVE,,,,,,,cce0115053bd1c58
-73.5257575,41.0373929,27,PONUS AVE,,,,,,,4e09d804cccbdca1
-73.5294823,41.0373692,94,HARBOR DR,,,,,,,e8dac93bebb239d8
-73.5261608,41.0373816,30,MOHEGAN AVE,,,,,,,cf3a11341641d9c0
-73.5420033,41.036969,69,DYKE LN,,,,,,,578bf8b6e85d1ca2
-73.5592023,41.0365613,600,WEST AVE,,,,,,,9a2ca4a750cc9288
-73.5267329,41.0373217,35,MOHEGAN AVE,,,,,,,7fcff3c48026add2
-73.5278395,41.0372733,1093,SHIPPAN AVE,,,,,,,9affa55e0db90c88
-73.5062917,41.0369201,140,WALLACKS DR,,,,,,,911ea9188ad36e0f
-73.52906,41.0372403,32,NELSON ST,,,,,,,9b385707fc93ae47
-73.5253251,41.0373005,30,PONUS AVE,,,,,,,46ecadd27fef89f5
-73.5272525,41.0372778,1088,SHIPPAN AVE,,,,,,,c1fe215449433c85
-73.5257832,41.0372858,29,PONUS AVE,,,,,,,e993bf49bfdbfdf2
-73.5262234,41.0372467,36,MOHEGAN AVE,,,,,,,9460b2c553dd58cf
-73.5580456,41.0362812,550,WEST AVE,,,,,,,263126097b86fc4c
-73.529513,41.0372402,98,HARBOR DR,,,,,,,9eb6f32d171a5f84
-73.5240663,41.037221,87,IROQUOIS RD,,,,,,,b22339fd45a8acbc
-73.5266798,41.0372062,37,MOHEGAN AVE,,,,,,,07c7361413d23e98
-73.5540581,41.0349981,23,BARRY PL,,,,,,,6c91c9782074e11a
-73.5242401,41.0371658,75,IROQUOIS RD,,,,,,,df9c1681e5e47ce4
-73.5278674,41.0371386,1103,SHIPPAN AVE,,,,,,,f6373cc3cc4b276a
-73.5272747,41.0371646,1100,SHIPPAN AVE,,,,,,,5c1685b30210a2b3
